,NOMBREDD,NOMBREPV,NOMBREDI,CONGLOMERADO,NSELUA,UA,percentSoldProduction,percentFarmGateIncomes,percentPlantedArea,districtTimeToLimaMarket,districtTimeToProvinceCapitalOfRegion,provinceCapitalToLimaMarket,informalPriceInformation,formalPriceInformation,informalMetereologicalInformation,formalMetereologicalInformation,volumeOfDistrict,soldProduction,yield,associative,pointsOfSale,marketSize,localMarketChannelDirectedness,farmGatePricePerKg
433,CUSCO,URUBAMBA,CHINCHERO,15780,61,8,1.0,1.0,0.6390532544378699,2.04,0.078,2.06,0,0,0,0,0.041995,0.166,0.00017037037037037034,0.0,0.0,1,2.0,2.1
434,CUSCO,URUBAMBA,CHINCHERO,15780,69,10,0.4970059880239521,0.5033557046979866,0.2063492063492064,2.04,0.078,2.06,0,0,0,0,0.041995,0.0166,0.39538461538461533,0.0,0.0,1,1.0,2.109090909090909
435,CUSCO,URUBAMBA,CHINCHERO,15780,94,12,0.8571428571428571,0.8076923076923077,0.38461538461538464,2.04,0.078,2.06,0,0,0,0,0.041995,0.06,0.00014,1.0,0.0,1,1.0,0.7
436,CUSCO,URUBAMBA,OLLANTAYTAMBO,15695,61,8,0.5702364394993046,0.4275773667826405,0.5178399228543876,2.06,0.155,2.06,0,0,1,1,0.0091775,0.082,0.00017587419822056693,0.0,0.3,1,2.0,2.2
437,CUSCO,URUBAMBA,URUBAMBA,15711,27,4,0.07864108210128971,0.0578368999421631,0.13306451612903228,2.09,0.142,2.06,0,0,0,1,0.00384,0.02,1.8181818181818181,0.0,1.11,1,2.0,1.0
438,CUSCO,URUBAMBA,URUBAMBA,15722,38,5,0.9230769230769232,0.631578947368421,0.5714285714285714,2.09,0.142,2.06,0,0,0,0,0.00384,0.0138,9.2e-05,0.0,1.11,1,1.0,0.5217391304347826
439,HUANCAVELICA,ACOBAMBA,ACOBAMBA,13184,8,2,0.5714285714285714,0.3478260869565217,0.2,0.967,0.27799999999999997,0.602,0,0,0,0,0.0015855,0.002,0.2,0.0,0.25,2,1.0,0.4
440,HUANCAVELICA,ACOBAMBA,ACOBAMBA,13184,22,5,0.9747899159663864,0.9837177747625508,0.75,0.967,0.27799999999999997,0.602,0,0,0,0,0.0015855,0.0116,0.00011466666666666667,0.0,0.25,2,2.0,1.25
441,HUANCAVELICA,ACOBAMBA,ACOBAMBA,13184,24,6,0.8095238095238095,0.7600596125186289,0.6666666666666666,0.967,0.27799999999999997,0.602,0,0,0,0,0.0015855,0.001955,4.025e-05,0.0,0.25,1,2.0,2.608695652173913
442,HUANCAVELICA,ACOBAMBA,ACOBAMBA,13184,29,7,0.01194267515923567,0.0024278392230914487,0.011331444759206798,0.967,0.27799999999999997,0.602,1,0,0,0,0.0015855,0.0003,0.125,0.0,0.25,2,1.0,0.3
443,HUANCAVELICA,ACOBAMBA,CAJA,13215,126,12,0.8286140089418778,0.5977851843887754,0.4680851063829787,0.967,0.27799999999999997,0.602,1,0,0,0,0.01112,0.1112,0.636,0.0,0.0,1,1.0,0.5
444,HUANCAVELICA,ACOBAMBA,PAUCARA,13126,63,4,0.8620689655172413,0.6756756756756757,0.7142857142857143,0.892,0.195,0.602,0,1,0,0,0.00542,0.03,9e-05,0.0,0.0,2,2.0,0.5
445,HUANCAVELICA,ACOBAMBA,PAUCARA,13126,188,11,0.1910828025477707,0.07425742574257425,0.03448275862068965,0.892,0.195,0.602,1,0,0,0,0.00542,0.0018,0.00041052631578947365,0.0,0.0,2,2.0,0.5
446,HUANCAVELICA,ACOBAMBA,ROSARIO,13155,24,4,0.625,0.3854748603351955,0.17482517482517484,0.908,0.223,0.602,1,1,0,0,0.00465,0.014,2.34,0.0,0.0,2,1.0,0.84
447,HUANCAVELICA,ACOBAMBA,ROSARIO,13155,68,11,0.42,0.3384401114206128,0.11940298507462685,0.908,0.223,0.602,0,0,0,0,0.00465,0.0189,0.384,0.0,0.0,3,1.0,0.7833333333333333
448,HUANCAVELICA,ACOBAMBA,ROSARIO,13157,8,2,0.8,0.7021276595744681,0.6,0.908,0.223,0.602,1,0,0,0,0.00465,0.012,0.2933333333333333,1.0,0.0,2,1.0,2.0
449,HUANCAVELICA,ACOBAMBA,ROSARIO,13157,67,11,0.7766990291262136,0.5588235294117647,0.23076923076923075,0.908,0.223,0.602,1,0,0,0,0.00465,0.0016,1.7333333333333336,0.0,0.0,2,1.0,0.9
450,HUANCAVELICA,ANGARAES,SECCLLA,13263,22,4,0.65775950668037,0.4764267990074442,0.21043771043771045,0.885,0.288,0.602,1,0,0,0,0.01272,0.0032,0.192,0.0,0.0,2,1.0,0.6
